level,time_ms,rollout_mode,heuristic_mode,selection_mode,loss_heuristic,ucb_const,num_games,num_wins,win_rate,lower_bound,upper_bound
9,400,parallel max,select heuristic,square ratio,total plant cost,0.001,231,206,0.8917748917748918,0.85,0.93
9,400,parallel max,select heuristic,square ratio,total plant cost,0.004,231,208,0.9004329004329005,0.86,0.93
9,400,parallel max,select heuristic,square ratio,total plant cost,0.016,231,204,0.8831168831168831,0.84,0.92
9,400,parallel trees,no heuristic,full expand,no heuristic,1e-05,455,417,0.9164835164835164,0.89,0.94
9,400,parallel trees,no heuristic,full expand,no heuristic,5e-05,455,414,0.9098901098901099,0.88,0.93
9,400,parallel trees,no heuristic,full expand,no heuristic,0.0001,455,398,0.8747252747252747,0.84,0.9
9,400,parallel trees,no heuristic,full expand,no heuristic,0.0005,455,408,0.8967032967032967,0.87,0.92
9,400,parallel trees,no heuristic,full expand,no heuristic,0.001,1186,1123,0.9468802698145026,0.93,0.96
9,400,parallel trees,no heuristic,full expand,no heuristic,0.004,731,724,0.9904240766073872,0.98,1.0
9,400,parallel trees,no heuristic,full expand,no heuristic,0.016,731,725,0.9917920656634747,0.98,1.0
9,400,parallel trees,no heuristic,full expand,no heuristic,0.064,527,525,0.9962049335863378,0.99,1.0
9,400,parallel trees,no heuristic,full expand,no heuristic,0.256,527,515,0.9772296015180265,0.96,0.99
9,400,parallel trees,no heuristic,full expand,no heuristic,1.024,527,198,0.3757115749525617,0.34,0.42
9,400,parallel trees,no heuristic,full expand,total plant cost,0.001,231,218,0.9437229437229437,0.91,0.97
9,400,parallel trees,no heuristic,full expand,total plant cost,0.004,231,230,0.9956709956709957,0.98,1.0
9,400,parallel trees,no heuristic,full expand,total plant cost,0.016,231,231,1.0,0.98,1.0
9,400,parallel trees,no heuristic,square ratio,no heuristic,0.001,231,218,0.9437229437229437,0.91,0.97
9,400,parallel trees,no heuristic,square ratio,no heuristic,0.004,231,229,0.9913419913419913,0.97,1.0
9,400,parallel trees,no heuristic,square ratio,no heuristic,0.016,231,231,1.0,0.98,1.0
9,400,parallel trees,no heuristic,square ratio,total plant cost,0.001,231,218,0.9437229437229437,0.91,0.97
9,400,parallel trees,no heuristic,square ratio,total plant cost,0.004,231,229,0.9913419913419913,0.97,1.0
9,400,parallel trees,no heuristic,square ratio,total plant cost,0.016,231,231,1.0,0.98,1.0
9,400,parallel trees,select heuristic,full expand,no heuristic,0.001,231,218,0.9437229437229437,0.91,0.97
9,400,parallel trees,select heuristic,full expand,no heuristic,0.004,231,229,0.9913419913419913,0.97,1.0
9,400,parallel trees,select heuristic,full expand,no heuristic,0.016,231,230,0.9956709956709957,0.98,1.0
9,400,parallel trees,select heuristic,full expand,total plant cost,0.001,231,224,0.9696969696969697,0.94,0.99
9,400,parallel trees,select heuristic,full expand,total plant cost,0.004,231,228,0.987012987012987,0.96,1.0
9,400,parallel trees,select heuristic,full expand,total plant cost,0.016,231,229,0.9913419913419913,0.97,1.0
9,400,parallel trees,select heuristic,square ratio,no heuristic,0.001,231,226,0.9783549783549783,0.95,0.99
9,400,parallel trees,select heuristic,square ratio,no heuristic,0.004,231,230,0.9956709956709957,0.98,1.0
9,400,parallel trees,select heuristic,square ratio,no heuristic,0.016,231,230,0.9956709956709957,0.98,1.0
9,400,parallel trees,select heuristic,square ratio,total plant cost,0.001,231,222,0.961038961038961,0.93,0.98
9,400,parallel trees,select heuristic,square ratio,total plant cost,0.004,231,231,1.0,0.98,1.0
9,400,parallel trees,select heuristic,square ratio,total plant cost,0.016,231,228,0.987012987012987,0.96,1.0
9,500,normal,no heuristic,full expand,no heuristic,1e-05,271,263,0.9704797047970479,0.94,0.98
9,500,normal,no heuristic,full expand,no heuristic,5e-05,271,256,0.9446494464944649,0.91,0.97
9,500,normal,no heuristic,full expand,no heuristic,0.0001,271,261,0.9630996309963099,0.93,0.98
9,500,normal,no heuristic,full expand,no heuristic,0.0005,271,259,0.955719557195572,0.92,0.97
9,500,normal,no heuristic,full expand,no heuristic,0.001,798,764,0.9573934837092731,0.94,0.97
9,500,normal,no heuristic,full expand,no heuristic,0.004,526,513,0.9752851711026616,0.96,0.99
9,500,normal,no heuristic,full expand,no heuristic,0.016,526,511,0.9714828897338403,0.95,0.98
9,500,normal,no heuristic,full expand,no heuristic,0.064,526,469,0.8916349809885932,0.86,0.92
9,500,normal,no heuristic,full expand,no heuristic,0.256,526,370,0.7034220532319392,0.66,0.74
9,500,normal,no heuristic,full expand,no heuristic,1.024,526,184,0.34980988593155893,0.31,0.39
9,500,parallel max,no heuristic,full expand,no heuristic,0.001,526,487,0.9258555133079848,0.9,0.95
9,500,parallel max,no heuristic,full expand,no heuristic,0.004,526,493,0.9372623574144486,0.91,0.95
9,500,parallel max,no heuristic,full expand,no heuristic,0.016,526,489,0.9296577946768061,0.9,0.95
9,500,parallel max,no heuristic,full expand,no heuristic,0.064,526,483,0.9182509505703422,0.89,0.94
9,500,parallel max,no heuristic,full expand,no heuristic,0.256,526,484,0.9201520912547528,0.89,0.94
9,500,parallel max,no heuristic,full expand,no heuristic,1.024,526,383,0.7281368821292775,0.69,0.76
9,500,parallel trees,no heuristic,full expand,no heuristic,1e-05,455,414,0.9098901098901099,0.88,0.93
9,500,parallel trees,no heuristic,full expand,no heuristic,5e-05,455,422,0.9274725274725275,0.9,0.95
9,500,parallel trees,no heuristic,full expand,no heuristic,0.0001,455,417,0.9164835164835164,0.89,0.94
9,500,parallel trees,no heuristic,full expand,no heuristic,0.0005,455,429,0.9428571428571428,0.92,0.96
9,500,parallel trees,no heuristic,full expand,no heuristic,0.001,981,947,0.9653414882772681,0.95,0.98
9,500,parallel trees,no heuristic,full expand,no heuristic,0.004,526,524,0.9961977186311787,0.99,1.0
9,500,parallel trees,no heuristic,full expand,no heuristic,0.016,526,524,0.9961977186311787,0.99,1.0
9,500,parallel trees,no heuristic,full expand,no heuristic,0.064,526,525,0.9980988593155894,0.99,1.0
9,500,parallel trees,no heuristic,full expand,no heuristic,0.256,526,516,0.9809885931558935,0.97,0.99
9,500,parallel trees,no heuristic,full expand,no heuristic,1.024,526,334,0.6349809885931559,0.59,0.68
9,600,normal,no heuristic,full expand,no heuristic,1e-05,271,266,0.981549815498155,0.96,0.99
9,600,normal,no heuristic,full expand,no heuristic,5e-05,271,264,0.974169741697417,0.95,0.99
9,600,normal,no heuristic,full expand,no heuristic,0.0001,271,263,0.9704797047970479,0.94,0.98
9,600,normal,no heuristic,full expand,no heuristic,0.0005,271,262,0.966789667896679,0.94,0.98
9,600,normal,no heuristic,full expand,no heuristic,0.001,797,780,0.9786700125470514,0.97,0.99
9,600,normal,no heuristic,full expand,no heuristic,0.004,526,520,0.9885931558935361,0.98,0.99
9,600,normal,no heuristic,full expand,no heuristic,0.016,526,514,0.9771863117870723,0.96,0.99
9,600,normal,no heuristic,full expand,no heuristic,0.064,526,494,0.9391634980988594,0.92,0.96
9,600,normal,no heuristic,full expand,no heuristic,0.256,526,392,0.7452471482889734,0.71,0.78
9,600,normal,no heuristic,full expand,no heuristic,1.024,526,204,0.38783269961977185,0.35,0.43
9,600,parallel max,no heuristic,full expand,no heuristic,0.001,526,491,0.9334600760456274,0.91,0.95
9,600,parallel max,no heuristic,full expand,no heuristic,0.004,526,496,0.9429657794676806,0.92,0.96
9,600,parallel max,no heuristic,full expand,no heuristic,0.016,526,501,0.9524714828897338,0.93,0.97
9,600,parallel max,no heuristic,full expand,no heuristic,0.064,526,497,0.9448669201520913,0.92,0.96
9,600,parallel max,no heuristic,full expand,no heuristic,0.256,526,490,0.9315589353612167,0.91,0.95
9,600,parallel max,no heuristic,full expand,no heuristic,1.024,526,399,0.7585551330798479,0.72,0.79
9,600,parallel trees,no heuristic,full expand,no heuristic,1e-05,455,417,0.9164835164835164,0.89,0.94
9,600,parallel trees,no heuristic,full expand,no heuristic,5e-05,455,422,0.9274725274725275,0.9,0.95
9,600,parallel trees,no heuristic,full expand,no heuristic,0.0001,455,424,0.9318681318681319,0.9,0.95
9,600,parallel trees,no heuristic,full expand,no heuristic,0.0005,455,432,0.9494505494505494,0.93,0.97
9,600,parallel trees,no heuristic,full expand,no heuristic,0.001,981,959,0.9775739041794088,0.97,0.99
9,600,parallel trees,no heuristic,full expand,no heuristic,0.004,526,526,1.0,0.99,1.0
9,600,parallel trees,no heuristic,full expand,no heuristic,0.016,526,524,0.9961977186311787,0.99,1.0
9,600,parallel trees,no heuristic,full expand,no heuristic,0.064,526,524,0.9961977186311787,0.99,1.0
9,600,parallel trees,no heuristic,full expand,no heuristic,0.256,526,519,0.9866920152091255,0.97,0.99
9,600,parallel trees,no heuristic,full expand,no heuristic,1.024,526,400,0.7604562737642585,0.72,0.79
9,700,normal,no heuristic,full expand,no heuristic,1e-05,271,265,0.977859778597786,0.95,0.99
9,700,normal,no heuristic,full expand,no heuristic,5e-05,271,265,0.977859778597786,0.95,0.99
9,700,normal,no heuristic,full expand,no heuristic,0.0001,271,267,0.985239852398524,0.96,0.99
9,700,normal,no heuristic,full expand,no heuristic,0.0005,271,264,0.974169741697417,0.95,0.99
9,700,normal,no heuristic,full expand,no heuristic,0.001,797,785,0.9849435382685069,0.97,0.99
9,700,normal,no heuristic,full expand,no heuristic,0.004,524,518,0.9885496183206107,0.98,0.99
9,700,normal,no heuristic,full expand,no heuristic,0.016,521,515,0.9884836852207294,0.98,0.99
9,700,normal,no heuristic,full expand,no heuristic,0.064,515,489,0.9495145631067962,0.93,0.97
9,700,normal,no heuristic,full expand,no heuristic,0.256,514,393,0.7645914396887159,0.73,0.8
9,700,normal,no heuristic,full expand,no heuristic,1.024,513,226,0.4405458089668616,0.4,0.48
9,700,parallel max,no heuristic,full expand,no heuristic,0.001,526,503,0.9562737642585551,0.94,0.97
9,700,parallel max,no heuristic,full expand,no heuristic,0.004,523,507,0.9694072657743786,0.95,0.98
9,700,parallel max,no heuristic,full expand,no heuristic,0.016,518,491,0.9478764478764479,0.93,0.96
9,700,parallel max,no heuristic,full expand,no heuristic,0.064,515,493,0.9572815533980582,0.94,0.97
9,700,parallel max,no heuristic,full expand,no heuristic,0.256,514,491,0.9552529182879378,0.93,0.97
9,700,parallel max,no heuristic,full expand,no heuristic,1.024,513,404,0.7875243664717348,0.75,0.82
9,700,parallel trees,no heuristic,full expand,no heuristic,1e-05,455,419,0.9208791208791208,0.89,0.94
9,700,parallel trees,no heuristic,full expand,no heuristic,5e-05,455,430,0.945054945054945,0.92,0.96
9,700,parallel trees,no heuristic,full expand,no heuristic,0.0001,455,414,0.9098901098901099,0.88,0.93
9,700,parallel trees,no heuristic,full expand,no heuristic,0.0005,455,446,0.9802197802197802,0.96,0.99
9,700,parallel trees,no heuristic,full expand,no heuristic,0.001,981,957,0.9755351681957186,0.96,0.98
9,700,parallel trees,no heuristic,full expand,no heuristic,0.004,523,522,0.9980879541108987,0.99,1.0
9,700,parallel trees,no heuristic,full expand,no heuristic,0.016,515,514,0.9980582524271845,0.99,1.0
9,700,parallel trees,no heuristic,full expand,no heuristic,0.064,514,513,0.9980544747081712,0.99,1.0
9,700,parallel trees,no heuristic,full expand,no heuristic,0.256,514,510,0.9922178988326849,0.98,1.0
9,700,parallel trees,no heuristic,full expand,no heuristic,1.024,513,406,0.7914230019493177,0.75,0.82
9,800,normal,no heuristic,full expand,no heuristic,1e-05,271,265,0.977859778597786,0.95,0.99
9,800,normal,no heuristic,full expand,no heuristic,5e-05,271,265,0.977859778597786,0.95,0.99
9,800,normal,no heuristic,full expand,no heuristic,0.0001,271,266,0.981549815498155,0.96,0.99
9,800,normal,no heuristic,full expand,no heuristic,0.0005,271,267,0.985239852398524,0.96,0.99
9,800,normal,no heuristic,full expand,no heuristic,0.001,988,968,0.979757085020243,0.97,0.99
9,800,normal,no heuristic,full expand,no heuristic,0.004,717,707,0.9860529986052998,0.97,0.99
9,800,normal,no heuristic,full expand,no heuristic,0.016,714,711,0.9957983193277311,0.99,1.0
9,800,normal,no heuristic,full expand,no heuristic,0.064,510,493,0.9666666666666667,0.95,0.98
9,800,normal,no heuristic,full expand,no heuristic,0.256,510,419,0.8215686274509804,0.79,0.85
9,800,normal,no heuristic,full expand,no heuristic,1.024,510,246,0.4823529411764706,0.44,0.53
9,800,normal,no heuristic,full expand,total plant cost,0.001,219,212,0.9680365296803652,0.94,0.98
9,800,normal,no heuristic,full expand,total plant cost,0.004,219,219,1.0,0.98,1.0
9,800,normal,no heuristic,full expand,total plant cost,0.016,216,215,0.9953703703703703,0.97,1.0
9,800,normal,no heuristic,square ratio,no heuristic,0.001,219,215,0.9817351598173516,0.95,0.99
9,800,normal,no heuristic,square ratio,no heuristic,0.004,219,216,0.9863013698630136,0.96,1.0
9,800,normal,no heuristic,square ratio,no heuristic,0.016,216,213,0.9861111111111112,0.96,1.0
9,800,normal,no heuristic,square ratio,total plant cost,0.001,219,217,0.9908675799086758,0.97,1.0
9,800,normal,no heuristic,square ratio,total plant cost,0.004,219,218,0.9954337899543378,0.97,1.0
9,800,normal,no heuristic,square ratio,total plant cost,0.016,216,213,0.9861111111111112,0.96,1.0
9,800,normal,select heuristic,full expand,no heuristic,0.001,219,216,0.9863013698630136,0.96,1.0
9,800,normal,select heuristic,full expand,no heuristic,0.004,219,219,1.0,0.98,1.0
9,800,normal,select heuristic,full expand,no heuristic,0.016,216,216,1.0,0.98,1.0
9,800,normal,select heuristic,full expand,total plant cost,0.001,219,214,0.9771689497716894,0.95,0.99
9,800,normal,select heuristic,full expand,total plant cost,0.004,219,218,0.9954337899543378,0.97,1.0
9,800,normal,select heuristic,full expand,total plant cost,0.016,216,215,0.9953703703703703,0.97,1.0
9,800,normal,select heuristic,square ratio,no heuristic,0.001,219,216,0.9863013698630136,0.96,1.0
9,800,normal,select heuristic,square ratio,no heuristic,0.004,219,213,0.9726027397260274,0.94,0.99
9,800,normal,select heuristic,square ratio,no heuristic,0.016,216,215,0.9953703703703703,0.97,1.0
9,800,normal,select heuristic,square ratio,total plant cost,0.001,219,219,1.0,0.98,1.0
9,800,normal,select heuristic,square ratio,total plant cost,0.004,219,215,0.9817351598173516,0.95,0.99
9,800,normal,select heuristic,square ratio,total plant cost,0.016,216,216,1.0,0.98,1.0
9,800,parallel max,no heuristic,full expand,no heuristic,0.001,717,697,0.9721059972105998,0.96,0.98
9,800,parallel max,no heuristic,full expand,no heuristic,0.004,717,687,0.9581589958158996,0.94,0.97
9,800,parallel max,no heuristic,full expand,no heuristic,0.016,714,694,0.9719887955182073,0.96,0.98
9,800,parallel max,no heuristic,full expand,no heuristic,0.064,510,489,0.9588235294117647,0.94,0.97
9,800,parallel max,no heuristic,full expand,no heuristic,0.256,510,494,0.9686274509803922,0.95,0.98
9,800,parallel max,no heuristic,full expand,no heuristic,1.024,510,410,0.803921568627451,0.77,0.84
9,800,parallel max,no heuristic,full expand,total plant cost,0.001,219,214,0.9771689497716894,0.95,0.99
9,800,parallel max,no heuristic,full expand,total plant cost,0.004,219,212,0.9680365296803652,0.94,0.98
9,800,parallel max,no heuristic,full expand,total plant cost,0.016,216,211,0.9768518518518519,0.95,0.99
9,800,parallel max,no heuristic,square ratio,no heuristic,0.001,219,211,0.9634703196347032,0.93,0.98
9,800,parallel max,no heuristic,square ratio,no heuristic,0.004,219,208,0.9497716894977168,0.91,0.97
9,800,parallel max,no heuristic,square ratio,no heuristic,0.016,216,208,0.9629629629629629,0.93,0.98
9,800,parallel max,no heuristic,square ratio,total plant cost,0.001,219,207,0.9452054794520548,0.91,0.97
9,800,parallel max,no heuristic,square ratio,total plant cost,0.004,219,214,0.9771689497716894,0.95,0.99
9,800,parallel max,no heuristic,square ratio,total plant cost,0.016,216,210,0.9722222222222222,0.94,0.99
9,800,parallel max,select heuristic,full expand,no heuristic,0.001,219,206,0.9406392694063926,0.9,0.96
9,800,parallel max,select heuristic,full expand,no heuristic,0.004,219,212,0.9680365296803652,0.94,0.98
9,800,parallel max,select heuristic,full expand,no heuristic,0.016,216,212,0.9814814814814815,0.95,0.99
9,800,parallel max,select heuristic,full expand,total plant cost,0.001,219,208,0.9497716894977168,0.91,0.97
9,800,parallel max,select heuristic,full expand,total plant cost,0.004,219,208,0.9497716894977168,0.91,0.97
9,800,parallel max,select heuristic,full expand,total plant cost,0.016,216,206,0.9537037037037037,0.92,0.97
9,800,parallel max,select heuristic,square ratio,no heuristic,0.001,219,211,0.9634703196347032,0.93,0.98
9,800,parallel max,select heuristic,square ratio,no heuristic,0.004,219,213,0.9726027397260274,0.94,0.99
9,800,parallel max,select heuristic,square ratio,no heuristic,0.016,216,206,0.9537037037037037,0.92,0.97
9,800,parallel max,select heuristic,square ratio,total plant cost,0.001,219,209,0.954337899543379,0.92,0.98
9,800,parallel max,select heuristic,square ratio,total plant cost,0.004,219,215,0.9817351598173516,0.95,0.99
9,800,parallel max,select heuristic,square ratio,total plant cost,0.016,216,210,0.9722222222222222,0.94,0.99
9,800,parallel trees,no heuristic,full expand,no heuristic,1e-05,455,426,0.9362637362637363,0.91,0.96
9,800,parallel trees,no heuristic,full expand,no heuristic,5e-05,455,417,0.9164835164835164,0.89,0.94
9,800,parallel trees,no heuristic,full expand,no heuristic,0.0001,455,404,0.8879120879120879,0.86,0.91
9,800,parallel trees,no heuristic,full expand,no heuristic,0.0005,454,437,0.9625550660792952,0.94,0.98
9,800,parallel trees,no heuristic,full expand,no heuristic,0.001,1171,1147,0.9795046968403074,0.97,0.99
9,800,parallel trees,no heuristic,full expand,no heuristic,0.004,717,715,0.99721059972106,0.99,1.0
9,800,parallel trees,no heuristic,full expand,no heuristic,0.016,714,714,1.0,0.99,1.0
9,800,parallel trees,no heuristic,full expand,no heuristic,0.064,510,509,0.9980392156862745,0.99,1.0
9,800,parallel trees,no heuristic,full expand,no heuristic,0.256,510,506,0.9921568627450981,0.98,1.0
9,800,parallel trees,no heuristic,full expand,no heuristic,1.024,510,427,0.8372549019607843,0.8,0.87
9,800,parallel trees,no heuristic,full expand,total plant cost,0.001,219,215,0.9817351598173516,0.95,0.99
9,800,parallel trees,no heuristic,full expand,total plant cost,0.004,219,219,1.0,0.98,1.0
9,800,parallel trees,no heuristic,full expand,total plant cost,0.016,216,216,1.0,0.98,1.0
9,800,parallel trees,no heuristic,square ratio,no heuristic,0.001,219,217,0.9908675799086758,0.97,1.0
9,800,parallel trees,no heuristic,square ratio,no heuristic,0.004,219,219,1.0,0.98,1.0
9,800,parallel trees,no heuristic,square ratio,no heuristic,0.016,216,216,1.0,0.98,1.0
9,800,parallel trees,no heuristic,square ratio,total plant cost,0.001,219,212,0.9680365296803652,0.94,0.98
9,800,parallel trees,no heuristic,square ratio,total plant cost,0.004,219,218,0.9954337899543378,0.97,1.0
9,800,parallel trees,no heuristic,square ratio,total plant cost,0.016,216,216,1.0,0.98,1.0
9,800,parallel trees,select heuristic,full expand,no heuristic,0.001,219,218,0.9954337899543378,0.97,1.0
9,800,parallel trees,select heuristic,full expand,no heuristic,0.004,219,219,1.0,0.98,1.0
9,800,parallel trees,select heuristic,full expand,no heuristic,0.016,216,216,1.0,0.98,1.0
9,800,parallel trees,select heuristic,full expand,total plant cost,0.001,219,214,0.9771689497716894,0.95,0.99
9,800,parallel trees,select heuristic,full expand,total plant cost,0.004,219,218,0.9954337899543378,0.97,1.0
9,800,parallel trees,select heuristic,full expand,total plant cost,0.016,216,216,1.0,0.98,1.0
9,800,parallel trees,select heuristic,square ratio,no heuristic,0.001,219,217,0.9908675799086758,0.97,1.0
9,800,parallel trees,select heuristic,square ratio,no heuristic,0.004,219,219,1.0,0.98,1.0
9,800,parallel trees,select heuristic,square ratio,no heuristic,0.016,215,215,1.0,0.98,1.0
9,800,parallel trees,select heuristic,square ratio,total plant cost,0.001,219,213,0.9726027397260274,0.94,0.99
9,800,parallel trees,select heuristic,square ratio,total plant cost,0.004,217,217,1.0,0.98,1.0
9,800,parallel trees,select heuristic,square ratio,total plant cost,0.016,215,215,1.0,0.98,1.0
9,1600,normal,no heuristic,full expand,no heuristic,1e-05,271,269,0.992619926199262,0.97,1.0
9,1600,normal,no heuristic,full expand,no heuristic,5e-05,271,268,0.988929889298893,0.97,1.0
9,1600,normal,no heuristic,full expand,no heuristic,0.0001,271,267,0.985239852398524,0.96,0.99
9,1600,normal,no heuristic,full expand,no heuristic,0.0005,271,270,0.996309963099631,0.98,1.0
9,1600,normal,no heuristic,full expand,no heuristic,0.001,784,770,0.9821428571428571,0.97,0.99
9,1600,normal,no heuristic,full expand,no heuristic,0.004,789,786,0.9961977186311787,0.99,1.0
9,1600,normal,no heuristic,full expand,no heuristic,0.016,510,510,1.0,0.99,1.0
9,1600,normal,no heuristic,full expand,no heuristic,0.064,510,507,0.9941176470588236,0.98,1.0
9,1600,normal,no heuristic,full expand,no heuristic,0.256,510,457,0.8960784313725491,0.87,0.92
9,1600,normal,no heuristic,full expand,no heuristic,1.024,510,281,0.5509803921568628,0.51,0.59
9,1600,normal,no heuristic,full expand,total plant cost,0.004,291,290,0.9965635738831615,0.98,1.0
9,1600,normal,no heuristic,square ratio,no heuristic,0.004,291,290,0.9965635738831615,0.98,1.0
9,1600,normal,no heuristic,square ratio,total plant cost,0.004,291,291,1.0,0.99,1.0
9,1600,normal,select heuristic,full expand,no heuristic,0.004,291,290,0.9965635738831615,0.98,1.0
9,1600,normal,select heuristic,full expand,total plant cost,0.004,291,289,0.993127147766323,0.98,1.0
9,1600,normal,select heuristic,square ratio,no heuristic,0.004,291,291,1.0,0.99,1.0
9,1600,normal,select heuristic,square ratio,total plant cost,0.004,291,289,0.993127147766323,0.98,1.0
9,1600,parallel max,no heuristic,full expand,no heuristic,0.001,513,511,0.9961013645224172,0.99,1.0
9,1600,parallel max,no heuristic,full expand,no heuristic,0.004,789,787,0.9974651457541192,0.99,1.0
9,1600,parallel max,no heuristic,full expand,no heuristic,0.016,510,506,0.9921568627450981,0.98,1.0
9,1600,parallel max,no heuristic,full expand,no heuristic,0.064,510,508,0.996078431372549,0.99,1.0
9,1600,parallel max,no heuristic,full expand,no heuristic,0.256,510,508,0.996078431372549,0.99,1.0
9,1600,parallel max,no heuristic,full expand,no heuristic,1.024,510,433,0.8490196078431372,0.82,0.88
9,1600,parallel max,no heuristic,full expand,total plant cost,0.004,291,290,0.9965635738831615,0.98,1.0
9,1600,parallel max,no heuristic,square ratio,no heuristic,0.004,291,291,1.0,0.99,1.0
9,1600,parallel max,no heuristic,square ratio,total plant cost,0.004,291,291,1.0,0.99,1.0
9,1600,parallel max,select heuristic,full expand,no heuristic,0.004,291,290,0.9965635738831615,0.98,1.0
9,1600,parallel max,select heuristic,full expand,total plant cost,0.004,291,291,1.0,0.99,1.0
9,1600,parallel max,select heuristic,square ratio,no heuristic,0.004,291,291,1.0,0.99,1.0
9,1600,parallel max,select heuristic,square ratio,total plant cost,0.004,291,290,0.9965635738831615,0.98,1.0
9,1600,parallel trees,no heuristic,full expand,no heuristic,1e-05,454,412,0.9074889867841409,0.88,0.93
9,1600,parallel trees,no heuristic,full expand,no heuristic,5e-05,454,404,0.8898678414096917,0.86,0.92
9,1600,parallel trees,no heuristic,full expand,no heuristic,0.0001,454,425,0.9361233480176211,0.91,0.96
9,1600,parallel trees,no heuristic,full expand,no heuristic,0.0005,454,436,0.960352422907489,0.94,0.97
9,1600,parallel trees,no heuristic,full expand,no heuristic,0.001,967,956,0.9886246122026887,0.98,0.99
9,1600,parallel trees,no heuristic,full expand,no heuristic,0.004,789,789,1.0,1.0,1.0
9,1600,parallel trees,no heuristic,full expand,no heuristic,0.016,510,510,1.0,0.99,1.0
9,1600,parallel trees,no heuristic,full expand,no heuristic,0.064,510,510,1.0,0.99,1.0
9,1600,parallel trees,no heuristic,full expand,no heuristic,0.256,510,509,0.9980392156862745,0.99,1.0
9,1600,parallel trees,no heuristic,full expand,no heuristic,1.024,510,457,0.8960784313725491,0.87,0.92
9,1600,parallel trees,no heuristic,full expand,total plant cost,0.004,291,291,1.0,0.99,1.0
9,1600,parallel trees,no heuristic,square ratio,no heuristic,0.004,291,291,1.0,0.99,1.0
9,1600,parallel trees,no heuristic,square ratio,total plant cost,0.004,291,291,1.0,0.99,1.0
9,1600,parallel trees,select heuristic,full expand,no heuristic,0.004,291,291,1.0,0.99,1.0
9,1600,parallel trees,select heuristic,full expand,total plant cost,0.004,291,291,1.0,0.99,1.0
9,1600,parallel trees,select heuristic,square ratio,no heuristic,0.004,291,290,0.9965635738831615,0.98,1.0
9,1600,parallel trees,select heuristic,square ratio,total plant cost,0.004,291,291,1.0,0.99,1.0
9+,100,normal,no heuristic,full expand,no heuristic,1e-05,271,2,0.007380073800738007,0.0,0.03
9+,100,normal,no heuristic,full expand,no heuristic,5e-05,271,1,0.0036900369003690036,0.0,0.02
9+,100,normal,no heuristic,full expand,no heuristic,0.0001,271,0,0.0,0.0,0.01
9+,100,normal,no heuristic,full expand,no heuristic,0.0005,271,2,0.007380073800738007,0.0,0.03
9+,100,normal,no heuristic,full expand,no heuristic,0.001,984,12,0.012195121951219513,0.01,0.02
9+,100,normal,no heuristic,full expand,no heuristic,0.004,2254,26,0.011535048802129548,0.01,0.02
9+,100,normal,no heuristic,full expand,no heuristic,0.016,713,5,0.0070126227208976155,0.0,0.02
9+,100,normal,no heuristic,full expand,no heuristic,0.064,510,1,0.00196078431372549,0.0,0.01
9+,100,normal,no heuristic,full expand,no heuristic,0.256,510,0,0.0,0.0,0.01
9+,100,normal,no heuristic,full expand,no heuristic,1.024,510,0,0.0,0.0,0.01
9+,100,normal,no heuristic,full expand,total plant cost,0.001,215,6,0.027906976744186046,0.01,0.06
9+,100,normal,no heuristic,full expand,total plant cost,0.004,1756,41,0.02334851936218679,0.02,0.03
9+,100,normal,no heuristic,full expand,total plant cost,0.016,215,1,0.004651162790697674,0.0,0.03
9+,100,normal,no heuristic,square ratio,no heuristic,0.001,215,1,0.004651162790697674,0.0,0.03
9+,100,normal,no heuristic,square ratio,no heuristic,0.004,215,0,0.0,0.0,0.02
9+,100,normal,no heuristic,square ratio,no heuristic,0.016,215,2,0.009302325581395349,0.0,0.03
9+,100,normal,no heuristic,square ratio,total plant cost,0.001,215,4,0.018604651162790697,0.01,0.05
9+,100,normal,no heuristic,square ratio,total plant cost,0.004,215,4,0.018604651162790697,0.01,0.05
9+,100,normal,no heuristic,square ratio,total plant cost,0.016,215,4,0.018604651162790697,0.01,0.05
9+,100,normal,select heuristic,full expand,no heuristic,0.001,215,10,0.046511627906976744,0.03,0.08
9+,100,normal,select heuristic,full expand,no heuristic,0.004,215,8,0.037209302325581395,0.02,0.07
9+,100,normal,select heuristic,full expand,no heuristic,0.016,215,5,0.023255813953488372,0.01,0.05
9+,100,normal,select heuristic,full expand,total plant cost,0.001,215,34,0.15813953488372093,0.12,0.21
9+,100,normal,select heuristic,full expand,total plant cost,0.004,215,20,0.09302325581395349,0.06,0.14
9+,100,normal,select heuristic,full expand,total plant cost,0.016,215,20,0.09302325581395349,0.06,0.14
9+,100,normal,select heuristic,square ratio,no heuristic,0.001,215,15,0.06976744186046512,0.04,0.11
9+,100,normal,select heuristic,square ratio,no heuristic,0.004,215,9,0.04186046511627907,0.02,0.08
9+,100,normal,select heuristic,square ratio,no heuristic,0.016,215,11,0.05116279069767442,0.03,0.09
9+,100,normal,select heuristic,square ratio,total plant cost,0.001,215,36,0.16744186046511628,0.12,0.22
9+,100,normal,select heuristic,square ratio,total plant cost,0.004,215,29,0.13488372093023257,0.1,0.19
9+,100,normal,select heuristic,square ratio,total plant cost,0.016,215,24,0.11162790697674418,0.08,0.16
9+,100,parallel max,no heuristic,full expand,no heuristic,0.001,713,20,0.028050490883590462,0.02,0.04
9+,100,parallel max,no heuristic,full expand,no heuristic,0.004,3246,38,0.01170671595810228,0.01,0.02
